Name,placeID,address,location,rating,userRatingTotal
小伍妹麻辣涼麵,ChIJmb2f9jWUbjQRt79vJPIaG7U,600台灣嘉義市東區公明路282號,"23.4801137,120.4540716",4.1,297
阿信牛肉新生店,ChIJgUEGphyVbjQRarNGBV3n_iA,600台灣嘉義市西區新生路702附2號,"23.4946324,120.4565193",4.7,101
綸現炒,ChIJAZlTLkyUbjQRQ-rfnJMMzrI,600台灣嘉義市東區大雅路二段605號,"23.4771169,120.4669192",4.3,111
08平價快炒,ChIJMYkngiCVbjQRsqggizin_v8,600台灣嘉義市東區光彩街357之1號,"23.478174,120.4496025",3.8,71
路邊亭日本料理總店,ChIJl9Kl7oGWbjQRfsC5S20i11Y,600台灣嘉義市西區遠東街164號,"23.4844519,120.4343136",4.1,579
小上海香酥雞文化路攤位,ChIJGzXmlQOVbjQR3BXPjvsOyq4,600台灣嘉義市西區文化路81號,"23.4776601,120.4496904",2.7,3
威仔炒飯,ChIJNS2n1IuVbjQRcf7LMcMk0W4,600台灣嘉義市西區新榮路243號,"23.477094,120.4442724",4.2,92
銘生炒鴨肉羹,ChIJFdx0QlKXbjQR9ZshHjEw0IE,600台灣嘉義市西區中興路176號,"23.4825619,120.4350337",4.2,24
嘉義土城鹽酥雞,ChIJ5d9s2bWVbjQRoaWrNxfWa2g,600台灣嘉義市西區文化路81號,"23.4776594,120.4496834",4.5,67
銘生炒鴨肉羹,ChIJFdx0QlKXbjQR9ZshHjEw0IE,600台灣嘉義市西區中興路176號,"23.4825619,120.4350337",4.2,24
晨間廚房早午餐嘉義新生店/蛋餅/早餐/麵,ChIJ1bJLOMiVbjQR21jE14zYkF4,600台灣嘉義市東區新生路609號,"23.4927222,120.4574521",4.2,70
嘉義友愛-七里素達人,ChIJPdIwkYGWbjQRl1AjHPH5RZI,600台灣嘉義市西區友愛路360號,"23.485123,120.4335864",4.5,111
小老闆甜品店,ChIJC9w8WjCUbjQRbZzR4exGjo4,600台灣嘉義市東區延平街242號,"23.4768302,120.4497496",4.4,327
嘉義文化路香港雞蛋仔,ChIJ8dLrVjCUbjQRmUOL9IIh4bM,600台灣嘉義市西區文化路110號,"23.4772311,120.4499992",4.2,41
呷麵 （林森東路大眾小吃分店）,ChIJW4-dqpyVbjQR3KgajDn-R2A,600台灣嘉義市東區共和路103號,"23.4805307,120.4552897",4.8,6
裕川堂椒麻燙,ChIJzZPZ-WaVbjQR8m2cC10TKH4,600台灣嘉義市東區義教街843號附1,"23.4987794,120.4522056",4.5,24
傻師傅湯包嘉義台林店,ChIJhYhcuXyVbjQRGi-LdBlhZO4,600050台灣嘉義市東區台林街205-1號,"23.4964768,120.4554246",4.3,3
一切好拌麵食,ChIJuRK_aCKVbjQRl3mQAYy8W8k,600台灣嘉義市東區台林街122-8號,"23.4961763,120.4555424",4.6,31
九湯屋日本拉麵-嘉義光彩店,ChIJk4AlXzCUbjQRKUDhz1FjDTQ,600台灣嘉義市西區光彩街708號600,"23.4774438,120.4411182",4.2,364
故鄉燒烤熱炒,ChIJV0q7wi-UbjQR8vfHVmLEAYM,600台灣嘉義市西區民生北路122號,"23.4768976,120.4466841",3.6,224
福記烤鴨,ChIJ2-pzvISVbjQRz8lUwurdOJ4,600台灣嘉義市東區新生路523-6號,"23.4908081,120.4585694",4.4,90
紅豬呷火鍋 Red Pig-2014,ChIJ4-t0HraVbjQRxvhPK88195E,600台灣嘉義市東區新生路483號,"23.4899155,120.4589456",4.3,177
炸炸屋,ChIJJ2PmvzCUbjQRhDgcVR7xTkk,600台灣嘉義市西區西榮街115號,"23.4765719,120.4453635",4.5,74
Q-Bar漢堡,ChIJW9WoTZGVbjQRAgzGNvThA-o,600台灣嘉義市東區台林街126之9號,"23.4966997,120.4556873",4,62
努逗風味館(嘉義店),ChIJTyaLXd-VbjQRQp-JuCZ3HA0,600台灣嘉義市東區維新路133號,"23.4842504,120.4582479",4.7,746
三奶巷叻沙,ChIJw3UB0QCVbjQROTzHqSWsiuw,600台灣嘉義市東區台林街184之2號,"23.49716,120.4554807",4.5,24
禾楓簡餐便當,ChIJaxtu3DGVbjQRg1vRSVZia8o,600台灣嘉義市東區新生路598號,"23.4926888,120.4577598",4,21
順福永和豆漿,ChIJo3QUi9mVbjQR6qowE5xInLo,600台灣嘉義市東區文化路,"23.4996296,120.4412922",4,22
東市(花)杏仁豆腐,ChIJsawcpw2VbjQRdevSHnlgVP0,60001台灣嘉義市東區吳鳳北路192號,"23.4788958,120.4534543",5,3
胡媽媽豆花,ChIJh1jqUzCUbjQRbAHd8pfKDYc,600台灣嘉義市西區延平街273號,"23.4766363,120.4494965",4.5,326
炸一手鹽酥雞,ChIJY-YHN8aVbjQRPvT2Y38NG0g,60078台灣嘉義市東區台林街205號,"23.4964768,120.4554246",4.4,155
玖貳玖牛羊肉拉麵,ChIJH9eTD9WVbjQRamyG-iJQNP4,600台灣嘉義市西區新榮路215號1樓,"23.4763444,120.4443859",4.7,135
FTGW 双川製麵 嘉義店,ChIJ6xmj1d4EbjQRTwDwchR6EK8,600台灣嘉義市東區民權路120-7號,"23.4835369,120.4574923",4,282
幸福な食堂,ChIJKZPrZa6VbjQR6BgvWG1M7zw,600台灣嘉義市西區延平街259號,"23.4766443,120.4496067",4.7,39
慢吧 mamba ｜飲料 調酒 微醺那堤,ChIJHyIm5AqVbjQRalzlvxq3tzI,600台灣嘉義市西區文化路77號,"23.4772649,120.449834",5,9
微楓早餐,ChIJ0QUkDIKWbjQRD8nGXpyrvAE,600台灣嘉義市西區中興路198號,"23.4825174,120.4345706",3.9,99
大滷俠台式麻辣燙,ChIJyRleMciVbjQRxbDGmTopqB0,600台灣嘉義市東區博東路5號,"23.489915,120.462911",4.8,222
北興街蚵仔煎分店-延平街,ChIJIYHhQzCUbjQROPxzLg4z8_Q,600台灣嘉義市西區延平街281號,"23.4766066,120.4491023",4.2,75
杯子社 CROOK TEA SHOP 嘉義成仁茶屋,ChIJc0JPNWaVbjQR-VYHx0hJMjw,600台灣嘉義市東區成仁街84號,"23.4778536,120.4524819",4,65
火焱山骰子牛,ChIJD-_8X46VbjQR6EliO1PMbB4,600台灣嘉義市西區文化路116號,"23.4773262,120.4501428",3.7,3
歌神鹹酥雞,ChIJhQYLEnWXbjQRFu8I4I32BHY,600台灣嘉義市西區友愛路305號,"23.4868443,120.4331794",4.3,8
樂樂碗粿（原華南碗粿 公明店）,ChIJVZp2nS-UbjQR6CTkx7EaaIw,600台灣嘉義市東區公明路173號,"23.4799395,120.4546988",4.1,489
燒烤巴扎,ChIJ0R9RIOipCDgRLOpmbPlKuk4,"中國新疆维吾尔自治区乌鲁木齐市新市区 358, 卫星路358号 邮政编码: 830054","43.8596574,87.5283279",0,0
波特屋起司烤馬鈴薯,ChIJefQtCzGUbjQRzIfIERMIjxs,600台灣嘉義市東區中正路482號,"23.4788,120.4481601",4.7,169
吳家便當,ChIJWZY9IFmVbjQRoFI4LD1mXOY,600台灣嘉義市東區台林街217-5號,"23.4972257,120.455293",5,4
嘉義市秀姨炸雞友愛店,ChIJ43ZLCIiXbjQR2AmwztYTBGw,600台灣嘉義市西區友愛路211號,"23.4831823,120.433576",4,31
阿桃素食鹽酥雞,ChIJly3b5yWUbjQRv-gR742TGuk,600台灣嘉義市西區民族路588號,"23.4757856,120.4467007",4.3,355
味鮮美食屋,ChIJDQPQ-SWUbjQRjvEl5sKMFM0,600台灣嘉義市西區仁愛路490號,"23.4763677,120.4421681",4.1,117
好棒棒薯條（台林店）,ChIJWxX398aVbjQRC29iX35o9Bo,600台灣嘉義市東區台林街235號,"23.4978921,120.4551404",4.5,13
吳哥窟美食,ChIJ86LZBACVbjQRuw2pfuhhUiw,600台灣嘉義市西區忠義街27號,"23.4760434,120.4476848",4.4,89
那間 鹽酥雞,ChIJYUkr4fmVbjQRhmYg2uP-imQ,600台灣嘉義市西區民族路481號1樓,"23.4758232,120.4491262",4.5,68
嘉義狀元廣東粥（台林店）,ChIJXRKhovuVbjQR0EJ48_2OfGA,600台灣嘉義市東區台林街232號,"23.4976594,120.4554482",3.8,26
享初好食,ChIJCRCTQgiXbjQRCa_Up60aSk4,600台灣嘉義市西區興雅路83號,"23.4828226,120.4333027",3.8,32
餐烤蔬 素の串燒（近文化路）,ChIJ62Now5eVbjQRQvjkTrqSZKY,600台灣嘉義市東區吳鳳北路177號,"23.4781335,120.4531925",4.7,144
東門圓環火婆煎粿,ChIJlRCluzWUbjQR4z2h4w0jZFk,600台灣嘉義市東區公明路188號,"23.4805515,120.4566741",4,1624
蓁巧味煎餅果子,ChIJCVua8qmVbjQRhVJ_6cz0Mls,60045台灣嘉義市東區延平街237號,"23.4767716,120.4506341",4.7,46
早安美芝城嘉義活力德安,ChIJiwO2gYGWbjQRZdEI_O2LU8Q,60085台灣嘉義市西區德安路17號,"23.4839416,120.432887",4,103
舊時光新鮮事--老屋咖哩專賣,ChIJSXhX2NKVbjQRMigX_yP3u50,600台灣嘉義市西區仁愛路494號,"23.4765099,120.442194",4.6,4167
夜梟台式無煙燒烤,ChIJ0d0Hy9KXbjQRecxYv1Cz74w,600台灣嘉義市西區友愛路206號,"23.4811392,120.4341468",5,5
晨安蛋餅,ChIJgcHyrzWUbjQRx_MSzqVDHnk,600台灣嘉義市東區和平路283號,"23.4807865,120.4564606",4.2,82
努逗風味館(嘉義店),ChIJTyaLXd-VbjQRQp-JuCZ3HA0,600台灣嘉義市東區維新路133號,"23.4842504,120.4582479",4.7,746
陶城石頭火鍋,ChIJS--SATCUbjQRO-yK32fXORA,600台灣嘉義市西區民族路541號,"23.4757061,120.4473827",3.9,180
盧記 簡速餐,ChIJ4f1hCLaVbjQRGEm4tM_IodQ,600台灣嘉義市東區新生路418號,"23.4890479,120.4595949",4,75
松田二代目,ChIJUboaOCSUbjQRzIsl93wHpNc,600台灣嘉義市西區垂楊路479號,"23.472999,120.442916",4.7,38
米堤爾咖啡輕食坊Mitier Coffee,ChIJhwiyp8qVbjQRQ_0g3uSOUmI,600台灣嘉義市東區維新路122號,"23.4844495,120.4586543",4.4,387
民雄小南排骨便當店,ChIJ1wzghCWUbjQRZ2qUBKJ_eGY,621台灣嘉義縣民雄鄉和平路19號,"23.5556357,120.4313045",2.4,62
幸福養生粥,ChIJHWdPsSGVbjQRdL1vjQsSMg0,600台灣嘉義市東區光彩街133號,"23.4786358,120.4554563",0,0
自己來紅茶鮮乳 嘉義家樂福店,ChIJt7Wrkp6WbjQRfAFQx7jeSrw,600台灣嘉義市西區博愛路二段467號V16、V17,"23.472014,120.43215",3.2,14
頂酷 TOP COOL 中清總店,ChIJa8eRez4XaTQRV3s0O8srDJs,407台灣台中市西屯區中清路二段1282號,"24.1939286,120.6594209",5,102
友刈包,ChIJnzAnapiVbjQRY-NNHVBTrRo,600台灣嘉義市西區西門街146號,"23.4756688,120.4434323",4.9,20
爆Q美式炸雞嘉義民族店,ChIJU8_5HqqVbjQRF-zRLfxpIDo,600台灣嘉義市西區民族路659號,"23.4753894,120.4438391",4.7,185
毅愘萊-鍋燒﹒揚物﹒麻辣燙,ChIJ5Qi6qkKVbjQRX9sb4-bC_90,600台灣嘉義市東區延平街156-2號,"23.4770352,120.4527643",4.8,101
嘉義尚夯咖哩,ChIJS2D78CiVbjQRF9LPD2EvKJg,600台灣嘉義市東區台林街245號,"23.4981778,120.4550818",4.7,21
炙物櫃,ChIJP7oi4TqUbjQR7wRNW6rdu4A,600台灣嘉義市西區民族路449號,"23.4758864,120.4497994",3.5,104
活茉（鬆餅、飲品）,ChIJqxx7YXSXbjQRzm4cmV-18FQ,600台灣嘉義市西區北鎮街113號600,"23.4861901,120.4318463",4.3,12
JSP呷尚寶,ChIJN-sk-saVbjQR2e4bLQX01f8,600台灣嘉義市東區台林街254號,"23.498203,120.455381",3.4,96
盛食咖哩店-嘉義店,ChIJf_lCrX-VbjQRhr_ce-xU1as,600台灣嘉義市西區延平街443號,"23.4759293,120.4413704",4.5,1132
發哥黑白切．海鮮．快炒餐廳【嘉義美食 | 宵夜食堂 | Foodpanda / UberEats外送餐廳】,ChIJTRA6zjaUbjQR5N4liMS-Rnw,600台灣嘉義市東區吳鳳北路124號,"23.4775114,120.4535929",4.5,183
阿奇師鹽酥雞王 MASTER A CHl,ChIJuUNewCOVbjQR-pAvRJDlW5U,600台灣嘉義市西區民族路690號,"23.4756199,120.4436986",3.9,337
五桐號 嘉義民族店,ChIJ6YYITDSVbjQR0xIZvS9THsw,600台灣嘉義市西區民族路473號,"23.4758504,120.4494442",4.9,454
石頭鄉烤玉米,ChIJ0WoNYTCUbjQRSOMeONaRNIk,600台灣嘉義市西區民族路449號600,"23.4758864,120.4497994",3.8,99
中興火雞肉飯,ChIJ43wvu7WXbjQRChGsi5v2nek,600台灣嘉義市西區中興路269號,"23.482111,120.4332491",4.1,70
小南排骨便當,ChIJ1wzghCWUbjQRExJy23OMuxg,600台灣嘉義市西區民族路686號,"23.4756303,120.4438096",3,132
上榮新疆烤肉民族新榮店,ChIJMXXNeCWUbjQRjSwrfYQ48BI,600台灣嘉義市西區民族路662號,"23.4756671,120.4442926",3.9,172
熊姐煎餃,ChIJrbDYrjOUbjQR74OvZLWca6Q,600台灣嘉義市東區蘭井街106號,"23.4779538,120.4539609",3.9,438
小憩一下飲用古早味紅茶,ChIJf9HvoIaVbjQRUSuA_KCJZFM,600台灣嘉義市東區義教街652號,"23.4983945,120.4556206",0,0
貳牛 炙燒牛排,ChIJK_mWaU6VbjQRI28ron6E4qM,600台灣嘉義市東區民權路92-1號,"23.4838196,120.4592776",4.8,1358
數一數二碳烤雞排 民生店,ChIJIavJUCWUbjQRs6HD4sef3Gk,600台灣嘉義市西區民生北路52號,"23.4752435,120.4467756",4,81
LAYA Burger (Chiayi Minzu Branch),ChIJwdT7eCWUbjQRSYwz1sbOEXk,600台灣嘉義市西區民族路656號,"23.4756705,120.4443376",4.4,165
毅愘萊-鍋燒﹒揚物﹒麻辣燙,ChIJ5Qi6qkKVbjQRX9sb4-bC_90,600台灣嘉義市東區延平街156-2號,"23.4770352,120.4527643",4.8,101
頂酷茶飲製所（嘉義店）,ChIJOShHIt6VbjQRPySlNdruUoM,600台灣嘉義市西區民族路635號一樓,"23.4754671,120.4449399",4.8,20
角落食堂鹽水雞,ChIJX6ff7l6VbjQR1rruhP2AT2k,600台灣嘉義市西區西榮街87號,"23.4754923,120.4453975",4.4,14
秀呷店宵夜,ChIJmcsrrv6VbjQR8z4s0nAEiSI,600台灣嘉義市西區西門街144號,"23.4756361,120.4434331",4.8,73
樂食沛 Recipchen,ChIJ7zizQV-VbjQRiylUFDEbg5Y,600台灣嘉義市西區國華街62-15號,"23.4756175,120.4490005",4.7,147
小旬湯-樂農鑄鐵鍋,ChIJce8m-iWUbjQRckzQtOdNdrE,600台灣嘉義市西區仁愛路470號,"23.4758551,120.4422545",4.4,1188
尚青海產粥,ChIJm_NpdTaXbjQRtnItvf6YtHQ,600台灣嘉義市西區友愛路188號,"23.4805767,120.4342553",4.3,21
壹伍鈀長薯條漢堡專賣,ChIJbw05wqmVbjQRJSXlxwl1ndI,600台灣嘉義市東區民族路343號,"23.4760706,120.4521235",4.9,157
達林鍋燒意麵,ChIJm1AeyjGUbjQROFgXstrczFo,600台灣嘉義市西區國華街146號,"23.478273,120.4486983",4.2,155
豆腐龍,ChIJU6uSiOrkZzQRlIdDU7B_ulQ,260台灣宜蘭縣宜蘭市三清路12號,"24.7560593,121.7489418",3.9,132
Hong Ya Hamburger,ChIJC82i6CWUbjQR_yY7AEUjU2s,600台灣嘉義市西區仁愛路454號,"23.4756048,120.4422744",4.1,107
來成北平烤鴨,ChIJ_QNAhDKUbjQRMKiXCBXgLoM,600台灣嘉義市西區林森西路143號,"23.4840876,120.4485665",4.2,237
絕佳食雞-民族店,ChIJz8Y3xJGVbjQRMowifLEMjYU,600台灣嘉義市東區民族路329號,"23.4760589,120.4523451",4.4,55
佶昌小館,ChIJDU8STraVbjQRnrAVq40ZHPc,600台灣嘉義市東區博東路129號,"23.4906585,120.4609691",4.6,86
王廚活力廚房-屏東店（店休請看粉專公告）,ChIJ2Zf3bSUXbjQR9N-ahuy_Mck,900012台灣屏東縣屏東市民族路242號,"22.6717397,120.4792806",4.7,45
晨間廚房 嘉義僑平店,ChIJKfgx2IOWbjQRxaY_rCVhqSM,600台灣嘉義市西區德安路41號,"23.4838724,120.4322151",3.7,99
舞醬館平價無國界料理,ChIJubL16kmUbjQRyNhKvZei_9s,600台灣嘉義市東區光華路40號,"23.4775236,120.4542819",4.4,104
五鍋橘醬蛋餅-嘉義博東店,ChIJuTGeIneVbjQRs0nQj_X2lzw,600台灣嘉義市東區博東路165號1樓,"23.4907993,120.4602656",4.8,11
樂野牛排,ChIJASGtTrWVbjQRDo_iR0obD5A,600台灣嘉義市東區民權路86-3號,"23.4838927,120.4598741",4.2,309
墨醬章魚燒嘉義民族店,ChIJoZ_HOsOVbjQRjPZv6nEGvFc,600台灣嘉義市東區成仁街36號,"23.4760875,120.4527418",4.9,27
諸羅山尚摯炒鱔魚麵,ChIJxYqqaoKWbjQRMH_l-xMr_us,600台灣嘉義市西區中興路237號,"23.4822409,120.4343281",0,0
大味軒燒餅專賣,ChIJS5AQ5iOUbjQR2a4ea4pr8Uk,600台灣嘉義市東區成仁街38號,"23.4760881,120.4526703",4.2,140
南洋小館,ChIJ2UrNybSVbjQRjmCIuqgaElY,600台灣嘉義市西區新榮路185號,"23.475053,120.4444478",4.3,288
九野和日式麻辣火鍋嘉義店,ChIJ9Rf-soOWbjQRWwOypT7FSik,600台灣嘉義市西區中興路293號,"23.481969,120.4328101",4.1,171
東軒鐵板燒,ChIJY5W-r3WXbjQRnIzk9H2cWH8,600台灣嘉義市西區友愛路133號,"23.4798845,120.4340061",2.9,69
五桔鹹酥雞,ChIJv1eflCWUbjQRYWOBKcXyWOw,600台灣嘉義市西區,"23.4753338,120.4430548",3.6,32
絕佳食雞-民族店,ChIJz8Y3xJGVbjQRMowifLEMjYU,600台灣嘉義市東區民族路329號,"23.4760589,120.4523451",4.4,55
點心時。嗑,ChIJxy8UeGWXbjQRS5cbMei-dJw,600075台灣嘉義市西區興達路474號,"23.4853219,120.4319036",4.8,20
岡山羊肉始祖大新羊肉,ChIJI68_bysMbjQRNhmSNZPcuhk,820台灣高雄市岡山區壽華路158號,"22.8011389,120.2915582",3.4,698
泰廚 Chefs Thai 泰式料理,ChIJBz6V8CaUbjQRFpNWlT1pEyo,600002台灣嘉義市西區康樂街310號,"23.4741367,120.439692",4.6,516
紅毛井,ChIJMcNwkjaUbjQRRpW1Gr5ElvY,600台灣嘉義市東區蘭井街83號,"23.4778703,120.4544679",3.8,112
家園鐵板燒,ChIJGWYxwjCUbjQRoZIz9Jqf8iw,600台灣嘉義市東區民族路374號,"23.4762483,120.4517595",4.3,132
古早時代-現炒鴨肉羹/福星藥頭排骨,ChIJo-71yKqVbjQRViBac7Iqor0,600台灣嘉義市東區吳鳳北路117號,"23.476729,120.4533641",4.2,166
晨時早午餐,ChIJxVoEa4GWbjQR-r7jwyOQTzw,600台灣嘉義市西區興達路488號,"23.4852607,120.4314368",3.8,5
春日蔬食坊,ChIJnY0I3iWUbjQRkucaRyK8bJY,600台灣嘉義市西區民族路729號,"23.4751428,120.4418718",4.4,347
友愛米糕,ChIJr7EStoKWbjQRWbfkA_7ruFQ,600台灣嘉義市西區友愛路114號,"23.4787407,120.4344509",4.7,75
台北麻將麻辣臭豆腐鴨血-嘉義店 老牌石頭火鍋-友愛店,ChIJgQ7omoaXbjQRUQxQZFHXZUk,60089台灣嘉義市西區友愛路87號隔壁,"23.4789303,120.4340295",4.5,236
宜華蛋餅-嘉市新生店,ChIJq0WPm5eVbjQRRBm-5prEZ8E,600014台灣嘉義市東區新生路335號,"23.4836663,120.4607544",4.5,58
阿志火雞肉飯,ChIJvYYXYzCUbjQRuA891cyzjqA,600台灣嘉義市東區新生路359號,"23.4845721,120.4606002",3.2,180
健康那件小事-嘉義中山店,ChIJzYBdj4iVbjQRGC6-CVq-pD8,600台灣嘉義市東區中山路47號,"23.482158,120.4596497",4.2,70
大盛居 日韓食堂,ChIJDYAf_IKWbjQRZDf-1tzweJg,600台灣嘉義市西區友和路92號,"23.4807779,120.4331566",4.2,1285
我想靜靜早午餐,ChIJ7ws12ZaXbjQRRxww2JpwIGg,600台灣嘉義市西區中興路317號,"23.4819686,120.4322014",4,109
新生蔬食小館,ChIJvQFt3TeUbjQRliCIS7O7MiY,600台灣嘉義市東區垂楊路112號,"23.474819,120.4582034",4.2,785
台南豆乳雞,ChIJN8vLRtKVbjQRQz8yZ4QM2JM,600台灣嘉義市西區文化路,"23.4746871,120.4500713",3.5,31
帕仕噠義大利麵,ChIJM2uwOZOVbjQRW9gWMEzx03k,600台灣嘉義市東區光華路16號,"23.4770726,120.4552026",3.4,5
王月藥膳素食魯味,ChIJo5SMFcuXbjQRv7UZMk_S6KY,600台灣嘉義市西區大同路496號,"23.4744574,120.4149272",4.8,38
潘府小吃店,ChIJvTX4bSaUbjQRFYf--vtDY_Y,600台灣嘉義市西區民族路777號,"23.4751129,120.4407811",4.6,100
新榮路米糕-原蘭井街,ChIJ64C-D5KVbjQRPHKDk0EHMw8,600台灣嘉義市西區新榮路161號,"23.4745359,120.4444888",4.7,12
大食館異國石鍋料理專賣店,ChIJdb0llUqUbjQRKA4C1pryYCE,600台灣嘉義市西區玉山路13號,"23.4731724,120.4315581",4.2,167
大味軒燒餅專賣,ChIJS5AQ5iOUbjQR2a4ea4pr8Uk,600台灣嘉義市東區成仁街38號,"23.4760881,120.4526703",4.2,140
次郎日本料理,ChIJ-WAWhjWUbjQRwj7fUc07XP4,60047台灣嘉義市東區公明路67號,"23.4802995,120.4583999",3.7,424
來呷飯 川食堂(嘉義中山店),ChIJkQHP5OiVbjQRWUni-bg-nts,600台灣嘉義市東區中山路80號,"23.4823293,120.4596772",4.7,974
桃城吉利石頭火鍋,ChIJAR9mj3SXbjQRKn52YaqxsDk,600台灣嘉義市西區友愛路83號,"23.4788636,120.4340944",4.8,508
香奈鵝鵝肉町,ChIJ-WR8UT-VbjQRP-GMCikVJWY,600台灣嘉義市西區中興路286號,"23.4822955,120.4322185",4.2,34
炒鮮鴨肉麵新竹米粉,ChIJA_TvfqqXbjQRWsOaCveZsfs,600台灣嘉義市西區友愛路103號,"23.479304,120.4340598",4.3,70
老東家素食,ChIJMwuKSSWUbjQRzrAvo7XcJls,600台灣嘉義市西區民生北路18號,"23.474341,120.4469217",4,256
二奶巷星馬叻沙（公休異動請看臉書粉絲團）,ChIJgUb2TsmVbjQRYXgfeWy_utE,600台灣嘉義市東區興中街24號,"23.4754407,120.4517547",4.6,316
花蓮後山炸蛋蔥油餅 文化店,ChIJAVn9xjOVbjQReL-AfyuFzhQ,600台灣嘉義市西區文化路11號,"23.474549,120.4499999",5,8
琳琳異國美食,ChIJwXK4lk-XbjQR_qae9GjXDMg,"之1, No. 510號友忠路西區嘉義市台灣 600","23.4779647,120.4350012",4.4,128
麥飯樂,ChIJeadSCiWUbjQRsGHl_7MUM0s,600台灣嘉義市西區新榮路159號600,"23.474423,120.4444989",3.9,215
頑發' 玩鍋燒,ChIJieztzrqVbjQRFMCT47D316g,600台灣嘉義市西區康樂街90-11號,"23.4750323,120.4497114",5,639
五美茶果茶（嘉義民族店）,ChIJO2EO1QmVbjQRzj836dYNepE,600台灣嘉義市西區民族路547號,"23.475631,120.4472301",3.8,38
日日興羊肉爐,ChIJoYDjXp2WbjQRhJ7VocADE2o,600台灣嘉義市西區博愛路二段376號,"23.4771945,120.435734",4.3,709
水林隆贏碳烤地瓜-嘉義本店,ChIJIUGZoQCXbjQRefjhZmRUAfo,600台灣嘉義市西區德安路65號,"23.4837502,120.4312969",5,11
火鍋世家 嘉義尊爵店,ChIJkTO8sFqXbjQRild1Bsxoo2w,600台灣嘉義市西區友愛路79號,"23.4787792,120.4341027",4.6,751
小莊火雞肉飯,ChIJla-IvPSVbjQRj2klkrBbcng,600台灣嘉義市東區光華路18號,"23.477077,120.4551628",4.5,396
侯老師東石蚵仔煎,ChIJfTVAkUmUbjQRU4-1my0BZDI,600台灣嘉義市東區林森東路197號,"23.4882406,120.4616582",4.1,262
曹家牛肉麵（民生店）,ChIJOwCgpB-VbjQR7yedQZwhDC8,600台灣嘉義市西區民生南路15號,"23.4729484,120.4470962",4,105
熾二 早午餐舍,ChIJ8dJK-5uXbjQRzQmgYneDWfs,600台灣嘉義市西區竹圍四路118號,"23.4898866,120.4290059",4.6,181
野餐，日。健康餐盒（中興店）,ChIJfzlJxjCXbjQRj_svL113XD8,600台灣嘉義市西區中興路335號,"23.4819539,120.431439",4.2,147
朴大哥的韓式炸雞（嘉義加盟店）,ChIJ5RC6C2KVbjQR3-j4GszYu3o,600台灣嘉義市東區康樂街44號1樓,"23.4752658,120.452565",4.3,256
紅色經典香腸屋,ChIJvYMefQSVbjQR84ebEbxe36k,600台灣嘉義市西區民生南路22號,"23.4730041,120.4467696",4.1,20
狀元廣東粥（中興店）,ChIJBwqMmIOWbjQRJiO1laikiEA,600台灣嘉義市西區中興路333號號,"23.4819509,120.431418",3.8,112
一家人鹽酥雞,ChIJQy49bC2VbjQR8FH_UQPROjs,600台灣嘉義市東區新生路210號,"23.4831706,120.4611065",4.7,120
御香 滷味·意麵,ChIJI84kBjSVbjQR1srWBYo-B04,600台灣嘉義市西區仁愛路352號,"23.4723539,120.442642",4.1,85
原舊市政府老攤 (蚵仔煎、肉粽),ChIJjfYRHyWUbjQRC9ipT4-CaUc,600台灣嘉義市西區西榮街9號,"23.4732947,120.4457393",3.2,146
AKUCHA 安茶寮,ChIJ6ffe_1uVbjQRZNIQiGYBFE0,600台灣嘉義市西區垂楊路441號,"23.4731172,120.443935",5,5
韓鍋人-嘉義/歐妮的店,ChIJCVnqWRqXbjQRwZAIjqaes6A,600台灣嘉義市西區北港路202號,"23.4772538,120.4352296",4.8,862
紅豆燒烤,ChIJpQIJNZ2WbjQRk0pVVsNLofI,600台灣嘉義市西區友愛路11號,"23.4781041,120.4341991",4.5,2
野瘦派低卡便當 健康餐盒-嘉義店,ChIJqU-bDgaVbjQRk0rLyfOHFTg,600台灣嘉義市東區吳鳳北路49號,"23.4752297,120.4535475",4.7,167
星期一鹹水雞、星期二美式漢堡、星期天飲料店,ChIJu043vmeXbjQRWO203QHPP10,600台灣嘉義市西區德安路73號,"23.4836848,120.4305853",4.7,111
碳少年居酒屋,ChIJB9f2QUSVbjQRhjo4ip_4Dcw,60043台灣嘉義市西區垂楊路317號,"23.4735279,120.4471359",4.2,228
舊市府鹽酥雞,ChIJpwNgKSWUbjQRrAhias9diZw,60051台灣嘉義市西區民生南路16號,"23.473117,120.446804",4.5,389
隆珍好食(清燉牛肉湯/牛雜湯/秘製鹹豬肉/現炒料理/各式飯麵食/嘉義美食),ChIJjauR_saVbjQRpdC1GoR9q9k,60043台灣嘉義市西區垂楊路446號,"23.4739958,120.4487395",4.6,209
阿典師簡餐,ChIJ7ZbgFmKVbjQR6_aIvtUk-x8,"46之2號, 東區市No. 46之2號中山路東區嘉義市台灣 600","23.4825446,120.4608733",4.8,564
勝博殿 新光三越嘉義店,ChIJ15C_9IKVbjQRI3QkuEjuJQ8,600台灣嘉義市西區垂楊路726號11樓,"23.4736912,120.4410656",4.2,50
翔雋麻辣小龍蝦專賣店,ChIJ5ZrAvzeUbjQRPE2qAvUs4rI,600台灣嘉義市東區和平路203巷6號,"23.477281,120.4575655",1,1
舊市場 蔡家 米糕,ChIJff2VAemVbjQRmjw0ZTAz8-c,600台灣嘉義市東區和平路134-2號,"23.477732,120.4575192",4.9,27
